customer_id,signup_date,region,acquisition_channel,age,primary_category
102752,2025-01-28,West,Email,31,Beauty & Personal Care
102753,2024-08-15,West,Referral,44,Electronics
102754,2024-01-05,South,Direct,38,Grocery
102755,2024-09-04,Central,Referral,48,Electronics
102756,2025-01-09,North,Paid Ads,31,Toys & Games
102757,2024-07-09,Central,Organic Search,29,Home & Kitchen
102758,2024-02-14,West,Organic Search,39,Beauty & Personal Care
102759,2025-02-15,East,Organic Search,46,Books
102760,2023-11-19,South,Organic Search,44,Beauty & Personal Care
102761,2024-05-09,South,Paid Ads,38,Grocery
102762,2023-11-02,South,Referral,37,Sports & Outdoors
102763,2024-07-16,Central,Referral,34,Beauty & Personal Care
102764,2023-01-01,North,Paid Ads,39,Electronics
102765,2024-02-22,West,Social Media,57,Books
102766,2023-09-09,Central,Organic Search,32,Sports & Outdoors
102767,2023-11-20,East,Social Media,30,Grocery
102768,2024-08-19,West,Social Media,30,Beauty & Personal Care
102769,2024-03-28,East,Paid Ads,39,Fashion
102770,2024-12-08,East,Organic Search,18,Fashion
102771,2023-01-01,West,Direct,33,Home & Kitchen
102772,2024-01-08,Central,Social Media,44,Books
102773,2025-01-21,West,Social Media,29,Books
102774,2023-01-01,Central,Organic Search,37,Beauty & Personal Care
102775,2024-08-04,East,Organic Search,58,Sports & Outdoors
102776,2023-06-30,West,Paid Ads,38,Home & Kitchen
102777,2025-06-01,Central,Direct,18,Beauty & Personal Care
102778,2023-02-12,South,Organic Search,19,Grocery
102779,2024-01-25,Central,Paid Ads,32,Beauty & Personal Care
102780,2025-02-06,West,Direct,26,Fashion
102781,2024-02-02,East,Social Media,36,Home & Kitchen
102782,2023-01-01,West,Paid Ads,31,Fashion
102783,2024-12-01,North,Referral,47,Fashion
102784,2024-12-04,West,Social Media,22,Beauty & Personal Care
102785,2024-08-23,East,Direct,32,Electronics
102786,2024-06-02,Central,Organic Search,37,Fashion
102787,2023-05-26,West,Email,38,Books
102788,2024-01-02,East,Organic Search,36,Fashion
102789,2024-08-23,East,Email,18,Toys & Games
102790,2024-03-12,East,Email,35,Beauty & Personal Care
102791,2023-01-01,Central,Email,33,Beauty & Personal Care
102792,2023-10-19,West,Direct,44,Beauty & Personal Care
102793,2024-07-23,North,Referral,42,Sports & Outdoors
102794,2024-09-01,East,Organic Search,37,Books
102795,2024-04-03,South,Organic Search,38,Grocery
102796,2023-06-02,North,Paid Ads,49,Fashion
102797,2025-01-01,Central,Social Media,47,Home & Kitchen
102798,2023-08-15,Central,Paid Ads,38,Beauty & Personal Care
102799,2024-07-29,Central,Referral,58,Fashion
102800,2024-06-13,South,Referral,28,Fashion
102801,2023-01-01,East,Direct,21,Electronics
102802,2023-10-06,West,Paid Ads,34,Home & Kitchen
102803,2024-11-14,North,Email,30,Home & Kitchen
102804,2024-01-27,North,Referral,18,Sports & Outdoors
102805,2023-05-05,East,Direct,27,Books
102806,2023-09-30,West,Email,38,Fashion
102807,2025-07-13,East,Paid Ads,34,Sports & Outdoors
102808,2024-06-27,South,Organic Search,26,Electronics
102809,2024-01-09,East,Direct,35,Fashion
102810,2024-02-11,Central,Referral,36,Fashion
102811,2024-10-26,South,Email,42,Electronics
102812,2023-09-22,East,Email,27,Grocery
102813,2023-02-10,South,Referral,44,Home & Kitchen
102814,2025-05-26,South,Email,23,Fashion
102815,2025-06-04,West,Direct,29,Sports & Outdoors
102816,2024-01-30,South,Direct,53,Beauty & Personal Care
102817,2023-08-12,West,Paid Ads,23,Grocery
102818,2024-11-30,North,Organic Search,27,Books
102819,2025-07-09,West,Organic Search,21,Grocery
102820,2024-06-22,North,Paid Ads,25,Sports & Outdoors
102821,2024-02-05,South,Email,36,Sports & Outdoors
102822,2024-09-15,Central,Email,42,Home & Kitchen
102823,2023-04-20,South,Paid Ads,34,Electronics
102824,2024-03-01,West,Paid Ads,31,Home & Kitchen
102825,2024-12-24,South,Social Media,21,Beauty & Personal Care
102826,2024-12-02,Central,Email,27,Fashion
102827,2024-06-15,Central,Referral,18,Fashion
102828,2024-10-03,Central,Organic Search,43,Home & Kitchen
102829,2025-06-10,South,Paid Ads,43,Home & Kitchen
102830,2024-04-03,South,Social Media,34,Beauty & Personal Care
102831,2024-11-26,West,Social Media,39,Fashion
102832,2024-10-18,Central,Email,44,Electronics
102833,2025-03-06,East,Direct,36,Fashion
102834,2023-01-01,West,Organic Search,50,Fashion
102835,2023-11-03,Central,Organic Search,23,Beauty & Personal Care
102836,2023-01-01,West,Paid Ads,31,Home & Kitchen
102837,2024-09-16,South,Paid Ads,29,Beauty & Personal Care
102838,2023-10-07,South,Paid Ads,42,Home & Kitchen
102839,2024-03-27,East,Organic Search,19,Beauty & Personal Care
102840,2024-12-16,East,Organic Search,50,Electronics
102841,2024-09-19,Central,Email,41,Beauty & Personal Care
102842,2023-11-03,South,Organic Search,54,Electronics
102843,2025-03-07,North,Email,34,Sports & Outdoors
102844,2023-04-15,South,Paid Ads,28,Grocery
102845,2024-04-27,East,Paid Ads,42,Beauty & Personal Care
102846,2023-06-29,South,Organic Search,46,Electronics
102847,2024-02-04,South,Organic Search,27,Fashion
102848,2025-05-25,South,Paid Ads,18,Electronics
102849,2024-06-27,Central,Email,18,Electronics
102850,2023-04-02,East,Direct,37,Books
102851,2024-05-02,West,Organic Search,51,Books
102852,2024-06-19,East,Organic Search,20,Beauty & Personal Care
102853,2024-05-02,North,Organic Search,32,Electronics
102854,2025-06-17,South,Email,31,Fashion
102855,2023-01-31,Central,Organic Search,56,Fashion
102856,2025-07-25,East,Organic Search,59,Home & Kitchen
102857,2023-01-01,West,Direct,39,Fashion
102858,2024-10-05,West,Direct,44,Grocery
102859,2024-01-06,East,Referral,44,Electronics
102860,2025-06-24,East,Organic Search,20,Home & Kitchen
102861,2023-08-18,South,Paid Ads,42,Toys & Games
102862,2023-11-10,South,Organic Search,23,Toys & Games
102863,2023-12-08,North,Referral,33,Fashion
102864,2025-06-28,South,Email,47,Books
102865,2025-01-13,West,Organic Search,35,Sports & Outdoors
102866,2024-02-01,Central,Direct,47,Fashion
102867,2023-02-17,East,Paid Ads,49,Beauty & Personal Care
102868,2025-02-11,West,Email,18,Toys & Games
102869,2025-02-06,Central,Organic Search,18,Grocery
102870,2024-02-28,West,Paid Ads,47,Grocery
102871,2023-01-01,South,Organic Search,48,Beauty & Personal Care
102872,2024-12-12,South,Referral,37,Beauty & Personal Care
102873,2024-10-09,West,Organic Search,39,Fashion
102874,2024-11-15,South,Paid Ads,44,Sports & Outdoors
102875,2024-07-28,South,Email,44,Sports & Outdoors
102876,2023-01-01,East,Referral,31,Home & Kitchen
102877,2024-07-12,West,Referral,45,Grocery
102878,2023-01-01,South,Referral,31,Fashion
102879,2024-05-15,North,Referral,37,Grocery
102880,2023-01-01,West,Referral,37,Beauty & Personal Care
102881,2024-09-19,South,Paid Ads,25,Electronics
102882,2025-04-08,West,Organic Search,26,Fashion
102883,2024-07-13,North,Paid Ads,59,Books
102884,2023-12-01,South,Organic Search,25,Sports & Outdoors
102885,2025-01-11,West,Paid Ads,39,Home & Kitchen
102886,2023-02-11,North,Paid Ads,41,Fashion
102887,2024-11-03,South,Organic Search,34,Fashion
102888,2025-03-06,West,Email,42,Toys & Games
102889,2023-01-01,West,Referral,38,Home & Kitchen
102890,2025-01-22,South,Social Media,25,Home & Kitchen
102891,2024-11-11,North,Direct,40,Fashion
102892,2023-09-18,North,Paid Ads,29,Home & Kitchen
102893,2024-09-28,East,Organic Search,54,Toys & Games
102894,2025-02-28,West,Organic Search,39,Beauty & Personal Care
102895,2024-12-04,East,Social Media,27,Books
102896,2023-01-01,East,Organic Search,38,Toys & Games
102897,2023-11-15,North,Direct,24,Toys & Games
102898,2023-08-15,South,Paid Ads,37,Grocery
102899,2024-03-18,North,Social Media,32,Grocery
102900,2024-01-12,East,Social Media,25,Beauty & Personal Care
102901,2024-10-18,South,Paid Ads,25,Grocery
102902,2024-05-04,North,Referral,61,Sports & Outdoors
102903,2025-07-04,West,Referral,36,Toys & Games
102904,2023-05-10,South,Email,30,Grocery
102905,2024-10-21,Central,Social Media,28,Beauty & Personal Care
102906,2025-03-27,East,Paid Ads,40,Electronics
102907,2024-04-14,North,Paid Ads,27,Toys & Games
102908,2024-08-19,West,Referral,22,Beauty & Personal Care
102909,2023-05-30,West,Paid Ads,34,Toys & Games
102910,2024-07-06,Central,Paid Ads,34,Home & Kitchen
102911,2024-12-09,West,Organic Search,30,Books
102912,2024-06-28,South,Referral,25,Grocery
102913,2023-01-01,West,Organic Search,30,Electronics
102914,2023-05-11,West,Direct,29,Home & Kitchen
102915,2023-11-16,East,Organic Search,28,Grocery
102916,2023-04-17,West,Paid Ads,38,Home & Kitchen
102917,2023-10-12,Central,Organic Search,59,Books
102918,2025-02-05,West,Paid Ads,49,Beauty & Personal Care
102919,2023-08-11,East,Paid Ads,56,Home & Kitchen
102920,2023-02-06,East,Referral,28,Fashion
102921,2023-01-01,Central,Organic Search,53,Toys & Games
102922,2025-03-14,Central,Organic Search,37,Sports & Outdoors
102923,2024-11-10,South,Organic Search,45,Toys & Games
102924,2024-12-15,North,Paid Ads,40,Grocery
102925,2024-09-22,Central,Direct,31,Electronics
102926,2024-01-02,South,Paid Ads,42,Grocery
102927,2024-04-23,Central,Email,40,Electronics
102928,2024-04-23,North,Paid Ads,18,Toys & Games
102929,2025-04-23,Central,Paid Ads,33,Beauty & Personal Care
102930,2024-11-19,West,Email,44,Fashion
102931,2023-01-01,South,Organic Search,38,Books
102932,2023-02-08,North,Direct,40,Grocery
102933,2024-07-11,Central,Social Media,26,Toys & Games
102934,2023-08-10,North,Paid Ads,37,Fashion
102935,2024-02-09,North,Direct,33,Sports & Outdoors
102936,2023-06-14,West,Paid Ads,32,Fashion
102937,2023-07-18,West,Direct,27,Electronics
102938,2024-06-15,North,Direct,45,Fashion
102939,2023-11-14,South,Organic Search,38,Sports & Outdoors
102940,2024-01-14,West,Paid Ads,37,Electronics
102941,2024-06-07,West,Email,57,Sports & Outdoors
102942,2024-08-15,South,Organic Search,40,Toys & Games
102943,2023-01-01,East,Referral,48,Sports & Outdoors
102944,2024-06-06,North,Organic Search,38,Fashion
102945,2023-09-10,North,Organic Search,31,Grocery
102946,2023-01-01,Central,Social Media,23,Sports & Outdoors
102947,2023-11-14,South,Referral,37,Beauty & Personal Care
102948,2023-12-05,Central,Referral,18,Toys & Games
102949,2024-06-04,North,Social Media,37,Fashion
102950,2024-01-06,Central,Organic Search,38,Electronics
102951,2024-09-09,East,Paid Ads,32,Fashion
102952,2023-01-01,Central,Organic Search,33,Fashion
102953,2025-04-20,Central,Organic Search,21,Fashion
102954,2024-07-28,South,Paid Ads,50,Beauty & Personal Care
102955,2023-11-07,West,Social Media,31,Electronics
102956,2023-12-04,South,Organic Search,24,Beauty & Personal Care
102957,2024-09-09,West,Organic Search,40,Electronics
102958,2025-06-03,Central,Referral,36,Home & Kitchen
102959,2025-03-29,Central,Organic Search,31,Home & Kitchen
102960,2024-03-28,West,Direct,29,Fashion
102961,2025-06-30,South,Paid Ads,34,Toys & Games
102962,2023-10-05,North,Organic Search,49,Electronics
102963,2023-01-01,East,Direct,40,Fashion
102964,2023-07-11,North,Social Media,34,Home & Kitchen
102965,2023-03-26,East,Email,44,Grocery
102966,2025-06-27,Central,Paid Ads,35,Beauty & Personal Care
102967,2024-08-29,North,Paid Ads,39,Fashion
102968,2025-02-19,Central,Referral,36,Home & Kitchen
102969,2025-05-17,East,Paid Ads,41,Grocery
102970,2024-10-26,North,Social Media,30,Home & Kitchen
102971,2023-01-01,West,Organic Search,22,Fashion
102972,2023-01-01,North,Paid Ads,44,Fashion
102973,2025-01-27,West,Organic Search,51,Grocery
102974,2024-05-13,East,Email,22,Fashion
102975,2024-01-12,West,Paid Ads,36,Beauty & Personal Care
102976,2024-08-27,South,Direct,30,Books
102977,2023-01-01,North,Organic Search,44,Electronics
102978,2024-10-22,South,Paid Ads,37,Electronics
102979,2024-12-02,West,Paid Ads,71,Toys & Games
102980,2025-01-16,Central,Referral,31,Grocery
102981,2024-08-29,South,Email,51,Toys & Games
102982,2025-08-11,South,Social Media,52,Beauty & Personal Care
102983,2024-08-15,Central,Paid Ads,40,Fashion
102984,2024-04-22,South,Referral,35,Beauty & Personal Care
102985,2024-03-29,South,Organic Search,36,Sports & Outdoors
102986,2025-03-01,Central,Social Media,35,Beauty & Personal Care
102987,2024-04-06,East,Referral,47,Home & Kitchen
102988,2024-04-13,East,Organic Search,25,Beauty & Personal Care
102989,2024-04-05,East,Referral,33,Fashion
102990,2023-07-01,West,Referral,31,Home & Kitchen
102991,2025-03-08,South,Organic Search,18,Home & Kitchen
102992,2024-08-23,West,Paid Ads,44,Sports & Outdoors
102993,2025-06-10,South,Paid Ads,46,Beauty & Personal Care
102994,2023-08-19,East,Email,28,Home & Kitchen
102995,2025-02-10,North,Social Media,46,Toys & Games
102996,2023-04-08,North,Paid Ads,18,Fashion
102997,2023-03-18,East,Paid Ads,35,Sports & Outdoors
102998,2024-07-26,North,Organic Search,33,Electronics
102999,2024-08-11,Central,Organic Search,35,Home & Kitchen
103000,2025-05-02,Central,Organic Search,35,Fashion
103001,2024-05-25,South,Organic Search,34,Home & Kitchen
103002,2023-07-05,South,Organic Search,30,Home & Kitchen
103003,2024-02-18,East,Social Media,33,Home & Kitchen
103004,2023-01-01,South,Social Media,49,Electronics
103005,2024-09-26,Central,Organic Search,28,Fashion
103006,2024-09-26,North,Social Media,59,Fashion
103007,2025-01-29,East,Organic Search,28,Home & Kitchen
103008,2023-01-01,North,Paid Ads,37,Home & Kitchen
103009,2025-05-03,Central,Direct,41,Fashion
103010,2023-08-13,North,Social Media,31,Beauty & Personal Care
103011,2023-06-24,East,Organic Search,50,Home & Kitchen
103012,2023-07-17,Central,Paid Ads,40,Fashion
103013,2025-01-12,East,Referral,32,Electronics
103014,2024-07-26,North,Organic Search,50,Electronics
103015,2023-10-24,North,Direct,23,Electronics
103016,2024-11-28,West,Paid Ads,28,Electronics
103017,2024-09-06,North,Organic Search,41,Electronics
103018,2024-11-24,South,Social Media,43,Fashion
103019,2024-05-01,West,Referral,38,Beauty & Personal Care
103020,2024-05-24,South,Paid Ads,33,Home & Kitchen
103021,2023-01-01,Central,Direct,32,Grocery
103022,2023-10-14,West,Direct,47,Grocery
103023,2025-04-03,North,Organic Search,37,Fashion
103024,2025-03-23,Central,Organic Search,25,Grocery
103025,2023-08-04,Central,Paid Ads,24,Beauty & Personal Care
103026,2024-05-28,South,Social Media,51,Sports & Outdoors
103027,2023-01-01,South,Social Media,27,Sports & Outdoors
103028,2023-01-01,South,Organic Search,38,Home & Kitchen
103029,2025-01-30,East,Direct,49,Home & Kitchen
103030,2024-02-12,East,Paid Ads,40,Sports & Outdoors
103031,2025-03-21,Central,Email,26,Grocery
103032,2023-08-12,West,Email,23,Home & Kitchen
103033,2023-01-01,Central,Organic Search,55,Fashion
103034,2024-04-07,South,Organic Search,23,Books
103035,2024-10-05,East,Organic Search,28,Sports & Outdoors
103036,2024-01-01,North,Direct,39,Sports & Outdoors
103037,2023-04-26,South,Paid Ads,32,Home & Kitchen
103038,2023-04-22,East,Email,41,Fashion
103039,2024-10-02,North,Paid Ads,18,Beauty & Personal Care
103040,2024-12-03,Central,Paid Ads,32,Fashion
103041,2024-03-05,South,Direct,42,Fashion
103042,2024-09-14,North,Paid Ads,42,Books
103043,2023-01-01,West,Referral,28,Fashion
103044,2024-09-18,North,Paid Ads,23,Sports & Outdoors
103045,2024-05-04,South,Organic Search,37,Home & Kitchen
103046,2024-01-12,North,Organic Search,20,Fashion
103047,2025-04-28,West,Organic Search,49,Home & Kitchen
103048,2024-11-14,Central,Referral,36,Fashion
103049,2023-01-01,North,Paid Ads,27,Fashion
103050,2023-05-21,East,Paid Ads,23,Fashion
103051,2024-09-21,East,Organic Search,28,Fashion
103052,2023-08-10,West,Social Media,18,Sports & Outdoors
103053,2023-01-01,South,Email,40,Sports & Outdoors
103054,2024-08-09,East,Social Media,26,Home & Kitchen
103055,2023-06-17,East,Direct,39,Fashion
103056,2023-09-01,North,Organic Search,40,Beauty & Personal Care
103057,2025-03-18,East,Organic Search,45,Books
103058,2024-08-07,East,Social Media,37,Beauty & Personal Care
103059,2023-01-01,Central,Organic Search,47,Sports & Outdoors
103060,2023-01-01,East,Referral,50,Home & Kitchen
103061,2023-05-16,Central,Email,37,Books
103062,2024-11-22,South,Organic Search,38,Beauty & Personal Care
103063,2025-07-18,West,Direct,28,Fashion
103064,2024-12-23,Central,Organic Search,24,Electronics
103065,2025-04-08,North,Referral,49,Fashion
103066,2023-01-01,East,Paid Ads,41,Home & Kitchen
103067,2025-06-12,Central,Referral,42,Fashion
103068,2025-03-14,East,Organic Search,28,Toys & Games
103069,2024-03-13,Central,Direct,52,Home & Kitchen
103070,2024-05-30,East,Direct,32,Electronics
103071,2023-01-01,Central,Social Media,26,Toys & Games
103072,2023-10-02,West,Social Media,28,Grocery
103073,2024-07-16,East,Referral,52,Fashion
103074,2023-01-01,South,Social Media,22,Books
103075,2024-09-29,North,Social Media,26,Sports & Outdoors
103076,2023-01-01,South,Social Media,66,Home & Kitchen
103077,2025-01-20,West,Direct,45,Beauty & Personal Care
103078,2024-06-12,East,Social Media,26,Grocery
103079,2025-07-09,South,Organic Search,23,Home & Kitchen
103080,2023-04-16,East,Direct,18,Home & Kitchen
103081,2024-04-04,South,Organic Search,36,Sports & Outdoors
103082,2023-01-01,Central,Organic Search,43,Toys & Games
103083,2024-08-18,South,Direct,51,Toys & Games
103084,2025-04-30,East,Organic Search,18,Beauty & Personal Care
103085,2023-12-03,East,Organic Search,20,Beauty & Personal Care
103086,2024-11-07,West,Social Media,33,Beauty & Personal Care
103087,2023-07-08,South,Email,65,Electronics
103088,2025-01-16,North,Organic Search,44,Grocery
103089,2023-01-01,West,Social Media,39,Electronics
103090,2024-05-05,East,Organic Search,21,Electronics
103091,2024-07-15,West,Paid Ads,18,Electronics
103092,2023-01-01,East,Paid Ads,35,Sports & Outdoors
103093,2023-04-07,East,Organic Search,33,Fashion
103094,2024-12-19,Central,Direct,32,Home & Kitchen
103095,2023-04-25,North,Referral,30,Fashion
103096,2023-08-20,North,Email,26,Toys & Games
103097,2024-06-27,Central,Direct,24,Toys & Games
103098,2023-06-10,Central,Direct,50,Home & Kitchen
103099,2023-01-01,East,Referral,25,Grocery
103100,2024-06-17,East,Paid Ads,31,Fashion
103101,2024-06-16,East,Email,34,Books
103102,2024-07-04,Central,Social Media,42,Electronics
103103,2024-12-28,East,Organic Search,25,Grocery
103104,2024-06-21,West,Paid Ads,45,Home & Kitchen
103105,2024-07-27,South,Paid Ads,28,Sports & Outdoors
103106,2024-08-14,South,Paid Ads,33,Books
103107,2024-08-18,West,Email,53,Sports & Outdoors
103108,2025-03-14,South,Social Media,24,Home & Kitchen
103109,2023-02-06,North,Organic Search,42,Beauty & Personal Care
103110,2024-11-14,North,Organic Search,46,Beauty & Personal Care
103111,2023-01-01,Central,Direct,38,Fashion
103112,2025-02-07,South,Paid Ads,33,Fashion
103113,2023-01-01,North,Paid Ads,58,Books
103114,2024-09-16,Central,Email,34,Fashion
103115,2023-04-17,Central,Email,37,Beauty & Personal Care
103116,2024-04-07,East,Social Media,31,Toys & Games
103117,2025-04-05,West,Referral,36,Fashion
103118,2025-03-28,West,Organic Search,45,Grocery
103119,2024-12-04,North,Direct,31,Beauty & Personal Care
103120,2024-10-02,South,Social Media,18,Beauty & Personal Care
103121,2024-06-07,East,Referral,40,Fashion
103122,2024-01-16,East,Organic Search,23,Toys & Games
103123,2024-07-20,South,Referral,43,Sports & Outdoors
103124,2024-02-07,North,Paid Ads,34,Books
103125,2023-12-01,Central,Paid Ads,45,Grocery
103126,2024-08-03,West,Referral,24,Electronics
103127,2023-08-29,West,Email,29,Electronics
103128,2023-05-05,East,Paid Ads,31,Electronics
103129,2023-11-19,East,Direct,18,Grocery
103130,2023-10-24,East,Organic Search,47,Grocery
103131,2024-03-15,East,Social Media,18,Home & Kitchen
103132,2023-01-01,West,Organic Search,47,Books
103133,2024-05-30,Central,Paid Ads,39,Grocery
103134,2024-11-30,West,Direct,32,Fashion
103135,2024-05-20,West,Organic Search,38,Fashion
103136,2025-04-02,North,Direct,38,Toys & Games
103137,2025-04-19,East,Paid Ads,30,Fashion
103138,2023-05-02,Central,Referral,38,Beauty & Personal Care
103139,2023-01-01,South,Organic Search,43,Beauty & Personal Care
103140,2024-09-07,East,Referral,24,Home & Kitchen
103141,2023-04-26,South,Direct,38,Home & Kitchen
103142,2025-06-22,North,Social Media,18,Sports & Outdoors
103143,2023-11-18,West,Paid Ads,18,Sports & Outdoors
103144,2024-05-28,South,Email,41,Sports & Outdoors
103145,2023-01-01,East,Referral,30,Fashion
103146,2024-07-15,East,Organic Search,25,Fashion
103147,2025-02-20,Central,Referral,34,Fashion
103148,2025-05-07,Central,Referral,30,Beauty & Personal Care
103149,2024-05-20,East,Email,24,Fashion
103150,2024-03-15,North,Paid Ads,18,Toys & Games
103151,2024-08-03,East,Paid Ads,18,Grocery
103152,2023-04-13,Central,Direct,43,Toys & Games
103153,2023-01-01,East,Social Media,30,Fashion
103154,2024-09-10,East,Social Media,45,Books
103155,2025-06-07,West,Direct,30,Grocery
103156,2024-02-05,East,Organic Search,38,Home & Kitchen
103157,2023-01-01,East,Paid Ads,33,Home & Kitchen
103158,2024-09-09,East,Email,35,Electronics
103159,2023-10-24,Central,Referral,36,Toys & Games
103160,2025-03-05,East,Direct,30,Sports & Outdoors
103161,2024-02-15,South,Referral,21,Toys & Games
103162,2023-10-15,East,Paid Ads,43,Fashion
103163,2024-02-03,West,Paid Ads,52,Sports & Outdoors
103164,2023-01-01,Central,Organic Search,53,Fashion
103165,2023-01-01,Central,Direct,28,Electronics
103166,2023-07-29,West,Organic Search,26,Grocery
103167,2023-01-31,West,Social Media,28,Electronics
103168,2024-02-18,East,Paid Ads,33,Books
103169,2024-06-12,South,Organic Search,34,Home & Kitchen
103170,2024-10-08,East,Paid Ads,24,Toys & Games
103171,2025-03-08,West,Referral,18,Beauty & Personal Care
103172,2023-01-01,East,Organic Search,35,Books
103173,2023-01-01,South,Direct,18,Sports & Outdoors
103174,2024-05-11,North,Direct,33,Fashion
103175,2024-05-05,North,Organic Search,24,Toys & Games
103176,2023-09-25,East,Direct,43,Electronics
103177,2024-07-13,West,Paid Ads,46,Electronics
103178,2025-02-15,West,Organic Search,46,Books
103179,2025-04-06,Central,Paid Ads,31,Home & Kitchen
103180,2023-01-01,West,Email,22,Fashion
103181,2025-05-24,North,Referral,26,Sports & Outdoors
103182,2024-01-19,Central,Organic Search,38,Sports & Outdoors
103183,2025-05-11,Central,Referral,18,Grocery
103184,2024-06-28,Central,Referral,50,Fashion
103185,2024-09-12,East,Referral,31,Grocery
103186,2025-04-22,South,Social Media,40,Books
103187,2023-09-08,Central,Email,18,Grocery
103188,2025-02-28,North,Referral,24,Beauty & Personal Care
103189,2025-05-08,West,Organic Search,18,Grocery
103190,2023-07-14,Central,Email,46,Sports & Outdoors
103191,2024-09-10,Central,Paid Ads,33,Toys & Games
103192,2024-12-24,East,Referral,41,Books
103193,2023-06-11,Central,Referral,35,Home & Kitchen
103194,2025-03-08,Central,Paid Ads,40,Home & Kitchen
103195,2025-06-05,Central,Organic Search,31,Home & Kitchen
103196,2023-01-01,South,Referral,32,Books
103197,2023-01-01,West,Email,33,Fashion
103198,2024-07-06,Central,Email,39,Electronics
103199,2024-07-10,South,Social Media,39,Electronics
103200,2023-05-10,South,Organic Search,65,Sports & Outdoors
103201,2023-01-01,South,Paid Ads,53,Toys & Games
103202,2025-02-17,South,Email,18,Electronics
103203,2024-08-28,West,Paid Ads,33,Fashion
103204,2024-02-20,Central,Referral,30,Beauty & Personal Care
103205,2023-06-12,North,Paid Ads,49,Sports & Outdoors
103206,2023-08-09,South,Organic Search,31,Books
103207,2023-10-30,Central,Social Media,40,Toys & Games
103208,2023-01-01,East,Social Media,18,Beauty & Personal Care
103209,2024-06-13,South,Social Media,18,Home & Kitchen
103210,2023-01-01,West,Organic Search,58,Grocery
103211,2024-11-06,Central,Email,35,Fashion
103212,2023-08-01,South,Social Media,24,Fashion
103213,2024-10-01,East,Email,37,Fashion
103214,2024-07-01,West,Social Media,23,Fashion
103215,2024-05-10,Central,Paid Ads,31,Home & Kitchen
103216,2024-10-16,East,Referral,19,Fashion
103217,2023-01-01,Central,Social Media,26,Grocery
103218,2024-09-18,West,Social Media,30,Toys & Games
103219,2024-05-28,East,Referral,47,Toys & Games
103220,2023-10-01,East,Organic Search,40,Books
103221,2023-01-01,West,Direct,42,Books
103222,2023-09-13,North,Paid Ads,34,Electronics
103223,2024-04-28,South,Organic Search,44,Home & Kitchen
103224,2025-06-20,South,Email,25,Beauty & Personal Care
103225,2024-07-10,Central,Organic Search,26,Grocery
103226,2024-11-29,Central,Direct,39,Electronics
103227,2024-09-01,Central,Paid Ads,31,Beauty & Personal Care
103228,2024-10-07,North,Paid Ads,34,Home & Kitchen
103229,2023-10-06,South,Organic Search,33,Electronics
103230,2024-07-17,South,Organic Search,48,Toys & Games
103231,2025-01-20,North,Organic Search,49,Grocery
103232,2023-04-16,South,Organic Search,28,Electronics
103233,2025-03-25,East,Paid Ads,18,Fashion
103234,2024-05-14,Central,Paid Ads,27,Beauty & Personal Care
103235,2024-07-08,North,Paid Ads,25,Fashion
103236,2024-01-06,Central,Organic Search,44,Books
103237,2023-01-01,Central,Organic Search,45,Sports & Outdoors
103238,2023-01-01,North,Organic Search,23,Home & Kitchen
103239,2024-04-28,South,Organic Search,26,Toys & Games
103240,2024-12-03,East,Paid Ads,18,Electronics
103241,2024-12-24,Central,Organic Search,36,Fashion
103242,2024-12-25,West,Paid Ads,34,Sports & Outdoors
103243,2024-01-22,Central,Direct,43,Beauty & Personal Care
103244,2025-07-08,South,Organic Search,40,Beauty & Personal Care
103245,2025-04-02,Central,Organic Search,41,Beauty & Personal Care
103246,2024-01-22,Central,Referral,18,Grocery
103247,2023-03-17,East,Social Media,28,Home & Kitchen
103248,2023-03-14,North,Organic Search,45,Electronics
103249,2024-04-11,South,Email,29,Books
103250,2023-06-02,North,Referral,18,Beauty & Personal Care
103251,2023-01-01,Central,Direct,43,Beauty & Personal Care
103252,2024-09-23,South,Direct,28,Fashion
103253,2023-01-28,West,Social Media,46,Sports & Outdoors
103254,2025-05-17,South,Referral,34,Electronics
103255,2025-04-06,Central,Paid Ads,31,Fashion
103256,2024-09-06,West,Direct,49,Electronics
103257,2025-05-31,South,Social Media,20,Books
103258,2023-09-28,East,Paid Ads,50,Sports & Outdoors
103259,2024-11-01,North,Organic Search,27,Beauty & Personal Care
103260,2024-07-04,North,Social Media,36,Fashion
103261,2024-06-22,Central,Social Media,36,Electronics
103262,2024-09-13,Central,Email,30,Fashion
103263,2024-12-27,Central,Organic Search,26,Home & Kitchen
103264,2023-10-21,West,Email,30,Home & Kitchen
103265,2024-11-06,South,Organic Search,23,Sports & Outdoors
103266,2024-06-27,North,Social Media,56,Toys & Games
103267,2024-01-02,West,Paid Ads,29,Sports & Outdoors
103268,2023-01-01,South,Paid Ads,47,Fashion
103269,2023-01-18,North,Paid Ads,46,Electronics
103270,2024-10-15,North,Organic Search,38,Toys & Games
103271,2025-01-06,East,Organic Search,33,Books
103272,2023-01-01,Central,Email,37,Fashion
103273,2024-11-08,South,Organic Search,41,Toys & Games
103274,2023-11-09,Central,Referral,36,Electronics
103275,2025-06-05,South,Referral,18,Fashion
103276,2025-07-09,West,Organic Search,18,Home & Kitchen
103277,2024-04-28,South,Direct,51,Fashion
103278,2024-08-09,West,Email,18,Electronics
103279,2023-07-10,South,Email,37,Electronics
